Unnamed: 0,DienTich(m²),Phongngu,SoTang,PhongTam,Loai,TinhTrangNoiThat,HuongCuaChinh,HuongBanCong,Gia(Triệu),Duong,Phuong,Quan,ThanhPho,Gia_m²(Triệu)
2971,75.0,2,0.0,2, Chung cư,Không có nội thất,,,4650.0,Đường Trương Quốc Dung,9,Phú Nhuận,Tp Hồ Chí Minh,62.0
2972,62.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản, Đông Nam, Đông,1800.0,Đường Liên Phường,Phú Hữu,9,Tp Hồ Chí Minh,29.03
2973,55.0,2,0.0,2, Chung cư,Không có nội thất,,,1500.0,13E,,,Tp Hồ Chí Minh,27.27
2974,75.0,2,5.0,2, Chung cư,Không có nội thất, Đông Nam, Đông Nam,2580.0,Đường Võ Văn Kiệt,An Lạc,Bình Tân,Tp Hồ Chí Minh,34.4
2975,194.0,3,0.0,3, Penthouse, Nội thất cao cấp, Nam, Tây Bắc,7000.0,Đường Phú Mỹ Hưng,Tân Phong,7,Tp Hồ Chí Minh,36.08
2976,73.0,2,0.0,2, Chung cư,Không có nội thất,,,3650.0,Đường Mai Chí Thọ,An Phú,2,Tp Hồ Chí Minh,50.0
2977,71.0,2,0.0,2, Chung cư,Không có nội thất,,,4300.0,Đường Hồng Hà,2,Tân Bình,Tp Hồ Chí Minh,60.56
2978,101.0,3,0.0,2, Chung cư,Không có nội thất,,,5900.0,số 8,9,Phú Nhuận,Tp Hồ Chí Minh,58.42
2979,60.0,2,20.0,2, Chung cư,Không có nội thất,,,2300.0,Đường Nguyễn Văn Linh,,,Tp Hồ Chí Minh,38.33
2980,120.0,3,0.0,2, Chung cư,Không có nội thất,,,2400.0,277,3,8,Tp Hồ Chí Minh,20.0
2981,62.0,2,0.0,2, Chung cư,Không có nội thất,,,1700.0,Đường Tô Ngọc Vân,Tam Bình,Thủ Đức,Tp Hồ Chí Minh,27.42
2982,67.0,2,0.0,2, Chung cư,Không có nội thất,,,2500.0,Đường số 1,Trường Thọ,Thủ Đức,Tp Hồ Chí Minh,37.31
2983,84.0,2,0.0,2, Chung cư,Không có nội thất,,,2200.0,Đường Lũy Bán Bích,Phú Thọ Hòa,Tân Phú,Tp Hồ Chí Minh,26.19
2984,52.0,1,0.0,1, Duplex,Không có nội thất,,,1300.0,Trần Xuân Soạn,Tân Hưng,7,Tp Hồ Chí Minh,25.0
2985,60.0,2,0.0,2, Chung cư,Không có nội thất,,,1850.0,đường Hoàng Quốc Việt,Phú Mỹ,7,Tp Hồ Chí Minh,30.83
2986,74.0,2,15.0,2, Chung cư,Không có nội thất, Đông Bắc, Tây Nam,4350.0,số 8,9,Phú Nhuận,Tp Hồ Chí Minh,58.78
2987,163.0,3,0.0,0, Duplex, Nội thất cao cấp,,,13900.0,200,12,10,Tp Hồ Chí Minh,85.28
2988,47.0,1,0.0,1, Chung cư, Hoàn thiện cơ bản, Tây Bắc, Đông Nam,1760.0,Đường Nguyễn Xiển,Long Thạnh Mỹ,9,Tp Hồ Chí Minh,37.45
2989,69.0,2,0.0,2, Chung cư, Nội thất cao cấp,,,2550.0,Đường Tạ Quang Bửu,6,8,Tp Hồ Chí Minh,36.96
2990,72.0,2,0.0,2, Chung cư,Không có nội thất,,,9.0,đường số 10,Hiệp Bình Chánh,Thủ Đức,Tp Hồ Chí Minh,0.12
2991,52.0,2,0.0,1, Chung cư,Không có nội thất,,,2350.0,Đường Vũ Huy Tấn,3,Bình Thạnh,Tp Hồ Chí Minh,45.19
2992,46.5,1,0.0,1, Chung cư,Không có nội thất, Đông Nam, Tây Bắc,1720.0,Đường Nguyễn Xiển,Long Thạnh Mỹ,9,Tp Hồ Chí Minh,36.99
2993,64.0,2,0.0,2, Chung cư,Không có nội thất,,,2015.0,Đường Tô Ngọc Vân,Tam Bình,Thủ Đức,Tp Hồ Chí Minh,31.48
2994,75.0,3,7.0,2, Chung cư, Nội thất cao cấp, Tây Bắc, Đông Nam,5100.0,Đường Mai Chí Thọ,Bình Khánh,2,Tp Hồ Chí Minh,68.0
2995,100.0,3,0.0,2, Chung cư, Nội thất đầy đủ,,,3.0,Đường Nguyễn Hữu Thọ,,,Tp Hồ Chí Minh,0.03
2996,53.0,2,0.0,1, Chung cư,Không có nội thất,,,1955.0,Đường Xa lộ Hà Nội,Hiệp Phú,9,Tp Hồ Chí Minh,36.89
2997,61.0,2,0.0,2, Chung cư,Không có nội thất, Tây Bắc, Đông Nam,1290.0,Khu nhà ở Bình Chiểu,Bình Chiểu,Thủ Đức,Tp Hồ Chí Minh,21.15
2998,62.0,2,0.0,2, Chung cư,Không có nội thất,,,2000.0,Đường Nguyễn Văn Quỳ,Phú Thuận,7,Tp Hồ Chí Minh,32.26
2999,60.45,2,18.0,2, Chung cư, Hoàn thiện cơ bản, Đông Bắc, Tây Nam,1690.0,Đường Cây Keo,Tam Phú,Thủ Đức,Tp Hồ Chí Minh,27.96
3000,89.0,3,0.0,2, Chung cư,Không có nội thất, Đông Nam,,5700.0,90A,14,10,Tp Hồ Chí Minh,64.04
3001,25.0,1,0.0,1, Chung cư,Không có nội thất,,,870.0,996,6,8,Tp Hồ Chí Minh,34.8
3002,69.0,2,0.0,2, Chung cư,Không có nội thất,,,2200.0,30,Trường Thọ,Thủ Đức,Tp Hồ Chí Minh,31.88
3003,65.0,2,0.0,2, Chung cư,Không có nội thất,,,2100.0,Đường Xa lộ Hà Nội,Hiệp Phú,9,Tp Hồ Chí Minh,32.31
3004,40.0,1,0.0,1, Chung cư, Nội thất cao cấp, Đông, Đông,885.0,88,Tân Tạo,Bình Tân,Tp Hồ Chí Minh,22.12
3005,70.0,2,0.0,2, Chung cư,Không có nội thất,,,4000.0,119,9,Phú Nhuận,Tp Hồ Chí Minh,57.14
3007,50.0,1,0.0,1, Chung cư,Không có nội thất,,,1320.0,96,Tân Tạo A,Bình Tân,Tp Hồ Chí Minh,26.4
3008,52.0,1,0.0,1, Chung cư, Hoàn thiện cơ bản,,,1550.0,Đường Xa Lộ Hà Nội,Thảo Điền,2,Tp Hồ Chí Minh,29.81
3009,87.0,3,0.0,2, Chung cư,Không có nội thất,,,3800.0,đường Tạ Quang Bửu,5,8,Tp Hồ Chí Minh,43.68
3010,73.0,2,23.0,2, Chung cư, Nội thất cao cấp,,,3899.0,Đường Nguyễn Thị Định,An Phú,2,Tp Hồ Chí Minh,53.41
3011,80.0,3,11.0,2, Chung cư, Nội thất đầy đủ, Đông, Tây,2700.0,Đường Đồng Văn Cống,Thạnh Mỹ Lợi,2,Tp Hồ Chí Minh,33.75
3012,60.0,2,9.0,2, Chung cư, Nội thất cao cấp,,,390.0,Đường Cần Giuộc,5,8,Tp Hồ Chí Minh,6.5
3013,72.4,2,2.0,1, Chung cư, Hoàn thiện cơ bản, Đông, Bắc,1920.0,PHẠM VĂN CHIÊU,14,Gò Vấp,Tp Hồ Chí Minh,26.52
3014,76.0,2,0.0,2, Chung cư,Không có nội thất,,,3350.0,18,10,Gò Vấp,Tp Hồ Chí Minh,44.08
3015,83.0,3,0.0,2, Chung cư, Nội thất cao cấp,,,3450.0,239 – 241 – 278,Hiệp Tân,Tân Phú,Tp Hồ Chí Minh,41.57
3016,72.0,10,0.0,4, Chung cư,Không có nội thất,,,8800.0,KDC Phú Mỹ,Phú Mỹ,7,Tp Hồ Chí Minh,122.22
3017,65.0,2,6.0,2, Chung cư, Hoàn thiện cơ bản,, Đông Nam,1840.0,119,Bình Hưng Hoà A,Bình Tân,Tp Hồ Chí Minh,28.31
3018,68.0,2,0.0,2, Chung cư,Không có nội thất,,,2300.0,Đường số 1,Trường Thọ,Thủ Đức,Tp Hồ Chí Minh,33.82
3019,81.0,2,0.0,2, Chung cư,Không có nội thất, Đông Bắc,,2550.0,Đường Nguyễn Văn Dung,6,Gò Vấp,Tp Hồ Chí Minh,31.48
3020,93.0,3,0.0,2, Chung cư,Không có nội thất,,,3320.0,Đường Tô Hiệu,Hiệp Tân,Tân Phú,Tp Hồ Chí Minh,35.7
3021,67.0,2,0.0,2, Chung cư,Không có nội thất,,,2530.0,Đường số 1,Trường Thọ,Thủ Đức,Tp Hồ Chí Minh,37.76
3022,97.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản, Đông Bắc, Tây Nam,3550.0,Hạu Giang,11,6,Tp Hồ Chí Minh,36.6
3023,55.0,2,0.0,2, Chung cư,Không có nội thất,,,1500.0,13E,,,Tp Hồ Chí Minh,27.27
3024,83.0,2,0.0,2, Chung cư, Nội thất cao cấp, Tây Bắc,,2950.0,Đường Hậu Giang,11,6,Tp Hồ Chí Minh,35.54
3025,73.0,3,0.0,2, Chung cư,Không có nội thất,,,1950.0,196,4,8,Tp Hồ Chí Minh,26.71
3026,64.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản, Nam, Bắc,1720.0,Đường Hồ Học Lãm,An Lạc,Bình Tân,Tp Hồ Chí Minh,26.88
3027,89.0,3,0.0,2, Chung cư,Không có nội thất,,,3000.0,Đường số 1,Trường Thọ,Thủ Đức,Tp Hồ Chí Minh,33.71
3028,100.0,3,0.0,2, Chung cư,Không có nội thất,,,6500.0,17-19-21,12,Phú Nhuận,Tp Hồ Chí Minh,65.0
3029,75.0,2,20.0,2, Chung cư, Nội thất cao cấp, Tây Nam, Đông Bắc,3100.0,Đường Nguyễn Hữu Thọ,,,Tp Hồ Chí Minh,41.33
3030,57.0,2,18.0,2, Chung cư, Nội thất cao cấp,,,800.0,Đường Xa Lộ Hà Nội,Thảo Điền,2,Tp Hồ Chí Minh,14.04
3031,65.55,2,16.0,2, Chung cư, Nội thất cao cấp, Nam, Bắc,2630.0,Thạnh Lộc 08,Thạnh Lộc,12,Tp Hồ Chí Minh,40.12
3032,56.0,2,12.0,2, Chung cư, Hoàn thiện cơ bản, Đông,,1650.0,cây keo,Tam Phú,Thủ Đức,Tp Hồ Chí Minh,29.46
3033,60.0,2,0.0,1, Chung cư,Không có nội thất,,,1750.0,Đường CN1,Sơn Kỳ,Tân Phú,Tp Hồ Chí Minh,29.17
3034,52.0,2,0.0,1, Chung cư,Không có nội thất,,,1300.0,Đường Trương Đình Hội,16,8,Tp Hồ Chí Minh,25.0
3035,52.0,1,0.0,1, Chung cư,Không có nội thất, Đông Nam, Đông,2650.0,Số 1472,3,6,Tp Hồ Chí Minh,50.96
3036,56.0,2,16.0,1, Chung cư, Hoàn thiện cơ bản, Tây, Đông Nam,1800.0,đường Lê Văn Lương,,,Tp Hồ Chí Minh,32.14
3037,73.0,2,0.0,2, Chung cư,Không có nội thất,,,2600.0,Đường Tân Mỹ,Tân Phú,7,Tp Hồ Chí Minh,35.62
3038,70.0,2,8.0,2, Chung cư, Nội thất cao cấp,,,1500.0,Đường Hồng Bàng,6,6,Tp Hồ Chí Minh,21.43
3039,48.0,2,0.0,1, Chung cư, Hoàn thiện cơ bản, Nam, Bắc,1550.0,9A Đường Thạnh Xuân 13,Thạnh Xuân,12,Tp Hồ Chí Minh,32.29
3040,135.0,3,0.0,2, Chung cư,Không có nội thất,,,7400.0,Đường Nguyễn Hữu Cảnh,22,Bình Thạnh,Tp Hồ Chí Minh,54.81
3041,60.0,2,0.0,1, Chung cư,Không có nội thất,,,2950.0,265-197,,,Tp Hồ Chí Minh,49.17
3042,121.0,3,0.0,2, Chung cư,Không có nội thất,,,24000.0,đường Tôn Đức Thắng,Bến Nghé,1,Tp Hồ Chí Minh,198.35
3043,76.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản,,,3800.0,Đường Nguyễn Thị Định,An Phú,2,Tp Hồ Chí Minh,50.0
3044,35.0,1,0.0,1, Officetel, Hoàn thiện cơ bản,,,940.0,996,6,8,Tp Hồ Chí Minh,26.86
3045,83.0,2,1.0,2, Chung cư,Không có nội thất, Đông Nam, Tây Bắc,1790.0,Đường Quốc lộ 1A,Trung Mỹ Tây,12,Tp Hồ Chí Minh,21.57
3046,96.0,2,0.0,2, Chung cư, Nội thất đầy đủ, Nam, Bắc,2200.0,Đường Đại Lộ Đông Tây,16,8,Tp Hồ Chí Minh,22.92
3047,194.0,3,0.0,3, Penthouse, Nội thất cao cấp, Nam, Tây Bắc,7000.0,Đường Phú Mỹ Hưng,Tân Phong,7,Tp Hồ Chí Minh,36.08
3048,160.0,2,0.0,2, Chung cư, Nội thất đầy đủ, Tây Bắc,,12400.0,Đường Phan Văn Trị,2,5,Tp Hồ Chí Minh,77.5
3049,61.0,2,0.0,2, Chung cư,Không có nội thất, Tây Bắc, Đông Nam,1290.0,Khu nhà ở Bình Chiểu,Bình Chiểu,Thủ Đức,Tp Hồ Chí Minh,21.15
3050,73.0,2,0.0,2, Chung cư,Không có nội thất,,,3650.0,Đường Mai Chí Thọ,An Phú,2,Tp Hồ Chí Minh,50.0
3051,89.0,3,0.0,2, Chung cư,Không có nội thất, Đông Nam,,5700.0,90A,14,10,Tp Hồ Chí Minh,64.04
3052,73.0,2,0.0,2, Chung cư, Nội thất cao cấp,,,3880.0,104,2,Tân Bình,Tp Hồ Chí Minh,53.15
3053,79.0,2,12.0,2, Chung cư,Không có nội thất, Đông Nam,,2700.0,Đường Cao Lỗ,4,8,Tp Hồ Chí Minh,34.18
3054,84.0,2,4.0,2, Chung cư, Hoàn thiện cơ bản,,,2300.0,53,Phú Thạnh,Tân Phú,Tp Hồ Chí Minh,27.38
3055,73.77,2,0.0,2, Chung cư,Không có nội thất,, Đông Bắc,1725.0,Đường Xa lộ Hà Nội,Hiệp Phú,9,Tp Hồ Chí Minh,23.38
3056,48.0,1,0.0,1, Chung cư,Không có nội thất,,,2200.0,KĐT City Horse Đường Mai Chí Thọ,An Phú,2,Tp Hồ Chí Minh,45.83
3057,65.0,2,0.0,2, Chung cư,Không có nội thất,,,1900.0,Đường Xa lộ Hà Nội,Hiệp Phú,9,Tp Hồ Chí Minh,29.23
3058,64.05,2,20.0,2, Chung cư, Hoàn thiện cơ bản, Tây Bắc, Đông Nam,2200.0,Đường Phan Văn Hớn,Tân Thới Nhất,12,Tp Hồ Chí Minh,34.35
3059,73.0,2,0.0,2, Chung cư, Nội thất đầy đủ, Nam,,2400.0,hiệp bình Chánh,Hiệp Bình Chánh,Thủ Đức,Tp Hồ Chí Minh,32.88
3060,69.0,2,10.0,2, Chung cư, Hoàn thiện cơ bản,,,2308.0,Đường D7,Phú Hữu,9,Tp Hồ Chí Minh,33.45
3061,56.0,2,0.0,1, Chung cư, Hoàn thiện cơ bản,,,1070.0,Đường Mai Chí Thọ,Bình Khánh,2,Tp Hồ Chí Minh,19.11
3062,85.0,3,0.0,2, Chung cư,Không có nội thất,,,3100.0,528,Bình Thuận,7,Tp Hồ Chí Minh,36.47
3063,35.0,1,5.0,1, Chung cư, Nội thất cao cấp,,,800.0,NGÃ TƯ BỐN XÃ,Bình Trị Đông,Bình Tân,Tp Hồ Chí Minh,22.86
3064,58.0,2,0.0,1, Chung cư,Không có nội thất,,,2066.0,26 Lê Văn Lương ,,,Tp Hồ Chí Minh,35.62
3065,74.0,2,0.0,2, Chung cư, Nội thất đầy đủ, Đông Bắc, Tây Nam,4800.0,Đường D1,25,Bình Thạnh,Tp Hồ Chí Minh,64.86
3066,82.0,2,1.0,2, Chung cư, Hoàn thiện cơ bản, Tây, Đông,2700.0,,,,,32.93
3067,60.0,2,0.0,2, Chung cư,Không có nội thất,,,1650.0,Đường Lê Thị Riêng,Thới An,12,Tp Hồ Chí Minh,27.5
3068,73.0,2,0.0,2, Chung cư,Không có nội thất,,,2000.0,Đường Võ Văn Kiệt,16,8,Tp Hồ Chí Minh,27.4
3069,48.0,1,0.0,1, Chung cư,Không có nội thất,,,2400.0,đường Tạ Quang Bửu,5,8,Tp Hồ Chí Minh,50.0
3070,81.0,2,4.0,2, Chung cư, Nội thất cao cấp, Đông, Tây,3590.0,18,10,Gò Vấp,Tp Hồ Chí Minh,44.32
3071,59.0,2,12.0,2, Chung cư, Nội thất cao cấp, Đông, Tây Nam,2200.0,Đường Tân Túc,,,,37.29
3072,72.25,2,0.0,2, Chung cư,Không có nội thất,,,2100.0,Đường Võ Văn Kiệt,16,8,Tp Hồ Chí Minh,29.07
3073,95.0,3,0.0,2, Chung cư, Nội thất cao cấp,,,5300.0,Đường Nguyễn Văn Linh,Tân Thuận Tây,7,Tp Hồ Chí Minh,55.79
3074,62.0,2,7.0,2, Chung cư, Nội thất cao cấp, Tây Bắc, Đông Nam,2500.0,Đường Lê Đức Thọ,17,Gò Vấp,Tp Hồ Chí Minh,40.32
3075,85.0,3,15.0,2, Chung cư, Hoàn thiện cơ bản, Nam, Bắc,4900.0,119,9,Phú Nhuận,Tp Hồ Chí Minh,57.65
3076,194.0,3,0.0,3, Penthouse, Nội thất cao cấp, Nam, Tây Bắc,7000.0,Đường Phú Mỹ Hưng,Tân Phong,7,Tp Hồ Chí Minh,36.08
3077,98.0,3,0.0,2, Chung cư, Hoàn thiện cơ bản,,,3900.0,Đường Xa Lộ Hà Nội,An Phú,2,Tp Hồ Chí Minh,39.8
3078,61.0,2,0.0,1, Chung cư,Không có nội thất,,,2400.0,nguyen van hưởng,Thảo Điền,2,Tp Hồ Chí Minh,39.34
3079,70.0,2,0.0,2, Chung cư,Không có nội thất,,,3000.0,Đường Nguyễn Hữu Thọ,Tân Hưng,7,Tp Hồ Chí Minh,42.86
3080,82.0,3,0.0,2, Chung cư,Không có nội thất,,,2950.0,528,Bình Thuận,7,Tp Hồ Chí Minh,35.98
3081,110.0,3,5.0,2, Chung cư, Nội thất cao cấp,,,4600.0,312,5,Phú Nhuận,Tp Hồ Chí Minh,41.82
3082,50.0,2,0.0,2, Chung cư, Nội thất cao cấp,,,1270.0,Đường Nguyễn Văn Linh,,,Tp Hồ Chí Minh,25.4
3083,76.0,2,20.0,2, Chung cư, Nội thất đầy đủ, Đông Nam, Tây Bắc,3800.0,Đường Mai Chí Thọ,An Phú,2,Tp Hồ Chí Minh,50.0
3084,151.0,2,0.0,3, Chung cư,Không có nội thất,,,6396.0,Số 2225,6,8,Tp Hồ Chí Minh,42.36
3085,87.0,2,8.0,2, Chung cư, Hoàn thiện cơ bản, Đông Bắc, Tây Nam,2800.0,351/31,13,Bình Thạnh,Tp Hồ Chí Minh,32.18
3086,150.0,3,0.0,3, Chung cư,Không có nội thất, Đông Bắc, Tây Nam,9000.0,KDC Thạnh Mỹ Lợi,Thạnh Mỹ Lợi,2,Tp Hồ Chí Minh,60.0
3087,38.0,1,0.0,1, Chung cư,Không có nội thất,,,1550.0,Số 207,26,Bình Thạnh,Tp Hồ Chí Minh,40.79
3088,75.0,2,0.0,2, Chung cư,Không có nội thất,,,4400.0,Đường Đồng Văn Cống,Thạnh Mỹ Lợi,2,Tp Hồ Chí Minh,58.67
3089,45.0,1,15.0,1, Officetel, Nội thất đầy đủ, Đông, Nam,1950.0,Số 181,12,10,Tp Hồ Chí Minh,43.33
3090,30.0,1,20.0,1, Chung cư,Không có nội thất,,,1350.0,,,,,45.0
3091,50.0,2,0.0,1, Chung cư,Không có nội thất,,,1500.0,Lê Văn Lương,Tân Quy,7,Tp Hồ Chí Minh,30.0
3092,70.0,3,0.0,2, Chung cư, Nội thất đầy đủ,,,1950.0,Đường Trịnh Đình Thảo,Hòa Thạnh,Tân Phú,Tp Hồ Chí Minh,27.86
3093,106.0,3,0.0,3, Chung cư,Không có nội thất,,,3350.0,685,Tân Thành,Tân Phú,Tp Hồ Chí Minh,31.6
3094,53.0,2,0.0,1, Chung cư,Không có nội thất,,,1500.0,Đường Bờ Bao Tân Thắng,Sơn Kỳ,Tân Phú,Tp Hồ Chí Minh,28.3
3095,71.0,2,10.0,2, Chung cư, Nội thất cao cấp, Đông Bắc, Tây Bắc,3200.0,số 88,Sơn Kỳ,Tân Phú,Tp Hồ Chí Minh,45.07
3096,50.0,1,0.0,1, Chung cư,Không có nội thất,,,1880.0,Đường Võ Chí Công,Phú Hữu,9,Tp Hồ Chí Minh,37.6
3097,50.0,1,0.0,1, Chung cư, Nội thất cao cấp,,,4900.0,628A Xa Lộ Hà Nội,An Phú,2,Tp Hồ Chí Minh,98.0
3098,61.0,2,0.0,2, Chung cư,Không có nội thất, Tây Bắc, Đông Nam,1290.0,Khu nhà ở Bình Chiểu,Bình Chiểu,Thủ Đức,Tp Hồ Chí Minh,21.15
3099,95.0,3,0.0,2, Chung cư, Nội thất cao cấp,,,5300.0,Đường Nguyễn Văn Linh,Tân Thuận Tây,7,Tp Hồ Chí Minh,55.79
3100,97.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản, Đông Bắc, Tây Nam,3550.0,Hạu Giang,11,6,Tp Hồ Chí Minh,36.6
3101,53.0,2,0.0,1, Chung cư,Không có nội thất,,,1500.0,Đường Liên Phường,Phú Hữu,9,Tp Hồ Chí Minh,28.3
3102,79.0,3,0.0,2, Chung cư, Hoàn thiện cơ bản,,,2500.0,Đường số 2,Bình Trưng Đông,2,Tp Hồ Chí Minh,31.65
3103,68.0,2,11.0,2, Chung cư, Nội thất đầy đủ, Đông, Nam,2700.0,Đường Phạm Văn Nghị,Tân Phong,7,Tp Hồ Chí Minh,39.71
3104,52.0,1,0.0,1, Chung cư,Không có nội thất,,,1000.0,Đường Trần Xuân Soạn,Tân Hưng,7,Tp Hồ Chí Minh,19.23
3105,40.0,2,0.0,1, Chung cư,Không có nội thất,,,960.0,Dduong bình long,Bình Hưng Hoà A,Bình Tân,Tp Hồ Chí Minh,24.0
3106,120.0,3,0.0,3, Chung cư, Nội thất cao cấp, Đông Bắc, Tây Nam,3000.0,184 Đường Trần Văn Kiểu,10,6,Tp Hồ Chí Minh,25.0
3107,54.0,2,0.0,1, Chung cư, Nội thất cao cấp, Đông, Tây,1641.0,Số 4,Phú Thuận,7,Tp Hồ Chí Minh,30.39
3108,34.0,1,7.0,1, Chung cư, Hoàn thiện cơ bản,, Tây Bắc,560.0,Đường Sông Suối,Tân Tạo,Bình Tân,Tp Hồ Chí Minh,16.47
3109,66.0,2,0.0,0, Chung cư,Không có nội thất,,,3380.0,Số 207,26,Bình Thạnh,Tp Hồ Chí Minh,51.21
3110,73.0,2,0.0,2, Chung cư,Không có nội thất,,,4350.0,số 8,9,Phú Nhuận,Tp Hồ Chí Minh,59.59
3111,70.0,2,0.0,2, Chung cư, Nội thất đầy đủ,,,2250.0,Đường Võ Chí Công,Phú Hữu,9,Tp Hồ Chí Minh,32.14
3112,51.0,2,0.0,2, Chung cư, Nội thất cao cấp, Tây Bắc, Đông Nam,2000.0,,,,,39.22
3113,81.0,2,0.0,2, Chung cư,Không có nội thất, Tây Nam, Đông Bắc,3800.0,208,22,Bình Thạnh,Tp Hồ Chí Minh,46.91
3114,85.0,3,15.0,2, Chung cư, Nội thất đầy đủ, Bắc, Nam,2450.0,Đường Trương Phước Phan,Bình Trị Đông,Bình Tân,Tp Hồ Chí Minh,28.82
3115,58.0,2,0.0,1, Chung cư, Hoàn thiện cơ bản,,,2140.0,26 Lê Văn Lương ,,,Tp Hồ Chí Minh,36.9
3116,181.0,4,0.0,4, Duplex,Không có nội thất,,,13000.0,Đường Đồng Văn Cống,Thạnh Mỹ Lợi,2,Tp Hồ Chí Minh,71.82
3117,49.0,1,0.0,1, Chung cư,Không có nội thất,,,2395.0,49,8,8,Tp Hồ Chí Minh,48.88
3118,35.0,1,2.0,1," Căn hộ dịch vụ, mini", Nội thất cao cấp,,,830.0,Đường Nhất Chi Mai,13,Tân Bình,Tp Hồ Chí Minh,23.71
3119,69.1,2,12.0,2, Chung cư, Nội thất đầy đủ,,,1999.0,Số 114,16,8,Tp Hồ Chí Minh,28.93
3120,87.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản,,,6200.0,Số 200,12,10,Tp Hồ Chí Minh,71.26
3121,55.0,2,0.0,2, Chung cư,Không có nội thất,,,1500.0,13E,,,Tp Hồ Chí Minh,27.27
3122,62.0,2,7.0,2, Chung cư, Nội thất cao cấp, Tây Bắc, Đông Nam,2500.0,Đường Lê Đức Thọ,17,Gò Vấp,Tp Hồ Chí Minh,40.32
3123,75.0,2,0.0,2, Chung cư,Không có nội thất,,,2520.0,Đường Song Hành,Phú Hữu,9,Tp Hồ Chí Minh,33.6
3124,61.0,2,0.0,2, Chung cư, Nội thất đầy đủ, Tây Nam, Đông Bắc,1090.0,Đường Huỳnh Tấn Phát,,,Tp Hồ Chí Minh,17.87
3125,83.6,3,3.0,2, Chung cư, Nội thất cao cấp, Nam, Đông Bắc,3800.0,số 88,Sơn Kỳ,Tân Phú,Tp Hồ Chí Minh,45.45
3126,95.0,3,0.0,2, Chung cư, Nội thất cao cấp,,,5300.0,Đường Nguyễn Văn Linh,Tân Thuận Tây,7,Tp Hồ Chí Minh,55.79
3127,75.5,2,5.0,1, Chung cư, Nội thất đầy đủ, Đông Nam, Tây Bắc,2050.0,184,26,Bình Thạnh,Tp Hồ Chí Minh,27.15
3128,72.0,2,0.0,2, Chung cư, Nội thất đầy đủ, Đông, Đông Nam,5050.0,334,14,10,Tp Hồ Chí Minh,70.14
3129,90.0,2,0.0,2, Chung cư, Nội thất đầy đủ,,,2600.0,Đường 15B,Phú Mỹ,7,Tp Hồ Chí Minh,28.89
3130,52.0,1,0.0,1, Chung cư, Hoàn thiện cơ bản,,,1700.0,996,6,8,Tp Hồ Chí Minh,32.69
3131,49.0,2,0.0,1, Chung cư,Không có nội thất,,,1210.0,Đường Quốc Lộ 1,Tân Tạo,Bình Tân,Tp Hồ Chí Minh,24.69
3132,73.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản, Đông Nam, Tây Bắc,3650.0,49,8,8,Tp Hồ Chí Minh,50.0
3133,70.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản, Bắc, Nam,4500.0,90A,14,10,Tp Hồ Chí Minh,64.29
3134,75.0,2,0.0,2, Chung cư, Nội thất đầy đủ, Bắc, Nam,2170.0,Đường Vườn Lài,Phú Thọ Hòa,Tân Phú,Tp Hồ Chí Minh,28.93
3135,80.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản,,,3700.0,Đường Nguyễn Hữu Thọ,,,Tp Hồ Chí Minh,46.25
3136,95.0,2,5.0,2, Chung cư, Hoàn thiện cơ bản, Tây Bắc, Đông Nam,4000.0,243a,6,Bình Thạnh,Tp Hồ Chí Minh,42.11
3137,95.0,2,0.0,2, Chung cư, Nội thất đầy đủ, Đông,,2370.0,Đường Gò Ô Môi,Phú Thuận,7,Tp Hồ Chí Minh,24.95
3138,90.61,3,0.0,2, Chung cư,Không có nội thất,,,2885.0,196,4,8,Tp Hồ Chí Minh,31.84
3139,97.0,3,0.0,2, Chung cư, Nội thất đầy đủ,,,3950.0,KĐT City Horse Đường Mai Chí Thọ,An Phú,2,Tp Hồ Chí Minh,40.72
3140,49.0,1,0.0,1, Chung cư,Không có nội thất,,,2150.0,KĐT City Horse Đường Mai Chí Thọ,An Phú,2,Tp Hồ Chí Minh,43.88
3141,84.0,3,0.0,2, Chung cư, Nội thất cao cấp,,,3500.0,239 – 241 – 278,Hiệp Tân,Tân Phú,Tp Hồ Chí Minh,41.67
3142,67.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản,,,2540.0,Đường Nguyễn Xiển,Long Thạnh Mỹ,9,Tp Hồ Chí Minh,37.91
3143,73.0,2,0.0,2, Officetel, Nội thất cao cấp, Tây Nam, Đông Bắc,3900.0,104,2,Tân Bình,Tp Hồ Chí Minh,53.42
3144,51.0,2,0.0,2, Chung cư,Không có nội thất,,,1500.0,Đường Quốc lộ 1K,Linh Tây,Thủ Đức,Tp Hồ Chí Minh,29.41
3145,100.0,3,0.0,2, Chung cư,Không có nội thất,,,2.0,53,Phú Thạnh,Tân Phú,Tp Hồ Chí Minh,0.02
