Unnamed: 0,DienTich(m²),Phongngu,SoTang,PhongTam,Loai,TinhTrangNoiThat,HuongCuaChinh,HuongBanCong,Gia(Triệu),Duong,Phuong,Quan,ThanhPho,Gia_m²(Triệu)
169,66.0,3,0.0,2, Chung cư, Hoàn thiện cơ bản, Tây,,1900.0,Đường 138,Tân Phú,9,Tp Hồ Chí Minh,28.79
170,40.0,2,3.0,1," Căn hộ dịch vụ, mini",Không có nội thất, Đông Nam, Bắc,1000.0,Đường Gò Dầu,Tân Quý,Tân Phú,Tp Hồ Chí Minh,25.0
171,69.0,2,0.0,2, Chung cư,Không có nội thất,,,2650.0,Số 102,Bình Thọ,Thủ Đức,Tp Hồ Chí Minh,38.41
172,128.0,3,0.0,2, Chung cư,Không có nội thất, Nam, Bắc,3250.0,Đường 17 Quận 7,Tân Hưng,7,Tp Hồ Chí Minh,25.39
173,33.6,1,0.0,1, Chung cư,Không có nội thất,, Đông Nam,1156.0,Đường Nguyễn Xiển,Long Thạnh Mỹ,9,Tp Hồ Chí Minh,34.4
174,70.0,1,7.0,1, Chung cư, Nội thất cao cấp, Đông Nam, Tây Bắc,4000.0,108,2,Tân Bình,Tp Hồ Chí Minh,57.14
175,160.0,2,0.0,2, Chung cư, Nội thất đầy đủ, Tây Bắc,,12400.0,Đường Phan Văn Trị,2,5,Tp Hồ Chí Minh,77.5
176,53.0,2,0.0,1, Chung cư,Không có nội thất,,,1500.0,Đường Liên Phường,Phú Hữu,9,Tp Hồ Chí Minh,28.3
177,73.0,3,0.0,2, Chung cư,Không có nội thất,,,1950.0,196,4,8,Tp Hồ Chí Minh,26.71
178,60.45,2,18.0,2, Chung cư, Hoàn thiện cơ bản, Đông Bắc, Tây Nam,1690.0,Đường Cây Keo,Tam Phú,Thủ Đức,Tp Hồ Chí Minh,27.96
179,53.0,1,0.0,1, Chung cư,Không có nội thất, Đông Nam, Tây Bắc,1620.0,Đường Đỗ Xuân Hợp,Phước Long B,9,Tp Hồ Chí Minh,30.57
180,78.0,2,7.0,2, Chung cư, Nội thất cao cấp,, Đông Nam,2300.0,ĐHT10,Tân Hưng Thuận,12,Tp Hồ Chí Minh,29.49
181,91.0,3,0.0,2, Chung cư,Không có nội thất,, Nam,5000.0,119,9,Phú Nhuận,Tp Hồ Chí Minh,54.95
182,33.0,1,0.0,1, Duplex, Nội thất đầy đủ,,,1000.0,Đường Nguyễn Hữu Thọ,Tân Hưng,7,Tp Hồ Chí Minh,30.3
183,100.0,3,0.0,0, Chung cư,Không có nội thất,,,3450.0,Đường Võ Văn Kiệt,An Lạc,Bình Tân,Tp Hồ Chí Minh,34.5
184,55.0,1,0.0,1, Chung cư,Không có nội thất,,,1850.0,Đường Đỗ Xuân Hợp,Phước Long B,9,Tp Hồ Chí Minh,33.64
185,70.45,2,0.0,2, Chung cư,Không có nội thất,,,3420.0,Đường Nguyễn Hữu Thọ,,,Tp Hồ Chí Minh,48.55
186,84.95,2,0.0,2, Chung cư, Nội thất cao cấp,,,4100.0,Đường Nguyễn Duy Trinh,Bình Trưng Tây,2,Tp Hồ Chí Minh,48.26
187,30.0,1,19.0,1, Chung cư,Không có nội thất,,,458.0,Đường Nguyễn Xiển,Long Thạnh Mỹ,9,Tp Hồ Chí Minh,15.27
188,67.0,2,0.0,2, Chung cư,Không có nội thất,,,1690.0,Đường Cao Lỗ,4,8,Tp Hồ Chí Minh,25.22
189,83.2,3,0.0,2, Chung cư, Hoàn thiện cơ bản,,,600.0,Đường Nguyễn Xiển,Long Thạnh Mỹ,9,Tp Hồ Chí Minh,7.21
190,91.2,3,0.0,2, Chung cư, Nội thất đầy đủ,,,3100.0,Đường Võ Chí Công,Phú Hữu,9,Tp Hồ Chí Minh,33.99
191,54.0,1,0.0,1, Chung cư,Không có nội thất,,,1720.0,Đường Đỗ Xuân Hợp,Phước Long B,9,Tp Hồ Chí Minh,31.85
192,63.0,2,9.0,1, Chung cư, Hoàn thiện cơ bản, Đông, Đông,2850.0,số 88,Sơn Kỳ,Tân Phú,Tp Hồ Chí Minh,45.24
193,56.0,2,0.0,1, Chung cư, Hoàn thiện cơ bản,,,399.0,Đường Quốc Lộ 13,Hiệp Bình Phước,Thủ Đức,Tp Hồ Chí Minh,7.12
194,65.0,2,0.0,1, Chung cư, Nội thất đầy đủ, Đông Bắc, Tây Nam,4200.0,39,12,4,Tp Hồ Chí Minh,64.62
195,83.0,2,9.0,2, Chung cư, Nội thất cao cấp,,,3560.0,Số 1472,3,6,Tp Hồ Chí Minh,42.89
196,104.0,3,0.0,2, Chung cư,Không có nội thất, Tây Nam, Đông Bắc,4800.0,số 88,Sơn Kỳ,Tân Phú,Tp Hồ Chí Minh,46.15
197,65.0,2,25.0,2, Chung cư, Nội thất cao cấp, Đông Nam, Tây Bắc,390.0,Đường Bến Bình Đông,14,8,Tp Hồ Chí Minh,6.0
198,51.0,2,5.0,2, Chung cư,Không có nội thất,, Đông Nam,1730.0,159/21,Trường Thọ,Thủ Đức,Tp Hồ Chí Minh,33.92
199,62.0,2,0.0,2, Chung cư,Không có nội thất,,,2000.0,Đường Nguyễn Văn Quỳ,Phú Thuận,7,Tp Hồ Chí Minh,32.26
200,70.0,1,7.0,1, Chung cư, Nội thất cao cấp, Đông Nam, Tây Bắc,4000.0,108,2,Tân Bình,Tp Hồ Chí Minh,57.14
201,73.6,2,20.0,2, Chung cư, Nội thất cao cấp, Đông Bắc, Tây Nam,3850.0,Đường Phú Thuận,Tân Phú,7,Tp Hồ Chí Minh,52.31
202,54.0,2,0.0,1, Chung cư, Hoàn thiện cơ bản,,,2450.0,Đường Bến Bình Đông,14,8,Tp Hồ Chí Minh,45.37
203,64.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản, Nam, Bắc,1720.0,Đường Hồ Học Lãm,An Lạc,Bình Tân,Tp Hồ Chí Minh,26.88
204,52.0,2,0.0,1, Chung cư, Hoàn thiện cơ bản, Tây, Đông,2320.0,Đường Vũ Huy Tấn,3,Bình Thạnh,Tp Hồ Chí Minh,44.62
205,108.0,3,2.0,4," Tập thể, cư xá", Bàn giao thô, Nam, Nam,7100.0,Đường Vành Đai Trong,Phú Hữu,9,Tp Hồ Chí Minh,65.74
206,80.0,3,0.0,2, Chung cư,Không có nội thất, Tây Nam, Đông Bắc,3850.0,Đường Mai Chí Thọ,An Phú,2,Tp Hồ Chí Minh,48.12
207,75.0,2,30.0,2, Chung cư,Không có nội thất,,,32.0,Đường Quốc Lộ 1,Linh Xuân,Thủ Đức,Tp Hồ Chí Minh,0.43
208,41.0,1,6.0,1," Căn hộ dịch vụ, mini", Nội thất đầy đủ,,,988.0,Đường Kinh Dương Vương,An Lạc,Bình Tân,Tp Hồ Chí Minh,24.1
209,55.0,2,13.0,1, Chung cư, Hoàn thiện cơ bản, Đông Nam,,1990.0,54,Hiệp Bình Chánh,Thủ Đức,Tp Hồ Chí Minh,36.18
210,56.0,2,0.0,1, Chung cư, Nội thất cao cấp,,,1600.0,,,,,28.57
211,67.0,2,0.0,2, Chung cư,Không có nội thất,,,1600.0,Đường số 1,Trường Thọ,Thủ Đức,Tp Hồ Chí Minh,23.88
212,52.0,2,0.0,1, Chung cư, Hoàn thiện cơ bản,,,1800.0,Đường Tạ Quang Bửu,6,8,Tp Hồ Chí Minh,34.62
213,127.0,3,31.0,2, Chung cư, Hoàn thiện cơ bản,,,15000.0,Đường Mai Chí Thọ,Thủ Thiêm,2,Tp Hồ Chí Minh,118.11
214,90.0,3,0.0,2, Chung cư,Không có nội thất,,,2765.0,Đường Xa lộ Hà Nội,Hiệp Phú,9,Tp Hồ Chí Minh,30.72
215,147.0,3,0.0,2, Chung cư, Nội thất cao cấp,,,6500.0,Đường Nguyễn Hữu Thọ,Tân Hưng,7,Tp Hồ Chí Minh,44.22
216,62.0,2,0.0,2, Chung cư,Không có nội thất,,,1800.0,Đường Tô Ngọc Vân,Tam Bình,Thủ Đức,Tp Hồ Chí Minh,29.03
217,56.4,2,0.0,1, Chung cư, Nội thất đầy đủ,,,1250.0,Đường Quốc Lộ 13,Hiệp Bình Phước,Thủ Đức,Tp Hồ Chí Minh,22.16
218,69.7,3,0.0,2, Chung cư, Nội thất đầy đủ,,,2382.0,Đường Nguyễn Xiển,Long Thạnh Mỹ,9,Tp Hồ Chí Minh,34.18
219,65.0,2,0.0,2, Chung cư,Không có nội thất,,,1400.0,Đường Phan Huy Ích,14,Gò Vấp,Tp Hồ Chí Minh,21.54
220,85.0,2,0.0,2, Chung cư,Không có nội thất,,,4100.0,số 88,Sơn Kỳ,Tân Phú,Tp Hồ Chí Minh,48.24
221,47.0,1,0.0,1, Chung cư,Không có nội thất,,,1745.0,Đường Nguyễn Xiển,Long Thạnh Mỹ,9,Tp Hồ Chí Minh,37.13
222,30.0,1,0.0,1, Chung cư,Không có nội thất,,,1490.0,đường Tạ Quang Bửu,5,8,Tp Hồ Chí Minh,49.67
223,86.0,3,0.0,2, Chung cư, Nội thất cao cấp,,,4500.0,Đường Nguyễn Văn Linh,Tân Thuận Tây,7,Tp Hồ Chí Minh,52.33
224,63.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản,,,1600.0,Lô 5,Bình Hưng Hoà B,Bình Tân,Tp Hồ Chí Minh,25.4
225,65.0,2,0.0,1, Chung cư,Không có nội thất,, Đông,1800.0,Đường Nguyễn Văn Linh,6,8,Tp Hồ Chí Minh,27.69
226,75.0,2,0.0,2, Chung cư,Không có nội thất,,,2520.0,Đường Song Hành,Phú Hữu,9,Tp Hồ Chí Minh,33.6
227,73.6,2,20.0,2, Chung cư, Nội thất cao cấp, Đông Bắc, Tây Nam,3850.0,Đường Phú Thuận,Tân Phú,7,Tp Hồ Chí Minh,52.31
228,72.25,2,0.0,2, Chung cư,Không có nội thất,,,2100.0,Đường Võ Văn Kiệt,16,8,Tp Hồ Chí Minh,29.07
229,75.0,2,0.0,2," Căn hộ dịch vụ, mini",Không có nội thất,,,799.0,Đường Quốc lộ 1K,Linh Xuân,Thủ Đức,Tp Hồ Chí Minh,10.65
230,90.0,3,15.0,2, Chung cư, Nội thất đầy đủ,,,1250.0,686,25,Bình Thạnh,Tp Hồ Chí Minh,13.89
231,62.0,2,0.0,2, Chung cư,Không có nội thất,,,1330.0,1436,7,8,Tp Hồ Chí Minh,21.45
232,35.0,2,0.0,2, Duplex,Không có nội thất, Tây Bắc, Tây Bắc,3270.0,237/60,14,Gò Vấp,Tp Hồ Chí Minh,93.43
233,75.0,2,0.0,2, Chung cư,Không có nội thất,,,2350.0,Đường Phạm Văn Đồng,Linh Tây,Thủ Đức,Tp Hồ Chí Minh,31.33
234,76.0,2,12.0,2, Chung cư, Nội thất đầy đủ,,,3.0,Đường Trường Sa,12,3,Tp Hồ Chí Minh,0.04
235,80.0,2,0.0,2, Chung cư,Không có nội thất,,,2000.0,Đường Nguyễn Xiển,Long Thạnh Mỹ,9,Tp Hồ Chí Minh,25.0
236,86.0,2,9.0,2, Chung cư, Nội thất đầy đủ,,,1350.0,Số 200,12,10,Tp Hồ Chí Minh,15.7
237,84.0,3,0.0,2, Chung cư,Không có nội thất,,,4600.0,Số 207,26,Bình Thạnh,Tp Hồ Chí Minh,54.76
238,65.0,2,0.0,2, Chung cư,Không có nội thất,,,1700.0,Đường Xa lộ Hà Nội,Hiệp Phú,9,Tp Hồ Chí Minh,26.15
240,35.0,1,0.0,1," Căn hộ dịch vụ, mini",Không có nội thất,,,830.0,Đường Ngô Bệ,13,Tân Bình,Tp Hồ Chí Minh,23.71
241,89.9,3,0.0,2, Chung cư, Hoàn thiện cơ bản, Tây Nam, Đông Bắc,2560.0,104,Trường Thọ,Thủ Đức,Tp Hồ Chí Minh,28.48
242,79.0,2,8.0,2, Chung cư,Không có nội thất,,,1990.0,Đường Tạ Quang Bửu,4,8,Tp Hồ Chí Minh,25.19
243,63.0,2,11.0,1, Chung cư, Hoàn thiện cơ bản, Đông Bắc, Đông Nam,2950.0,90,22,Bình Thạnh,Tp Hồ Chí Minh,46.83
244,58.0,1,0.0,1, Chung cư,Không có nội thất,,,1600.0,Đường Đỗ Xuân Hợp,Phước Long B,9,Tp Hồ Chí Minh,27.59
245,52.0,1,0.0,1, Chung cư,Không có nội thất,,,2950.0,208,22,Bình Thạnh,Tp Hồ Chí Minh,56.73
246,71.0,2,0.0,2, Chung cư,Không có nội thất,,,2100.0,30,Trường Thọ,Thủ Đức,Tp Hồ Chí Minh,29.58
247,113.0,3,0.0,2, Chung cư, Nội thất cao cấp,,,3150.0,Đường 17,Tân Hưng,7,Tp Hồ Chí Minh,27.88
248,209.74,4,0.0,4, Penthouse,Không có nội thất,,,23000.0,Đường Nguyễn Hữu Cảnh,22,Bình Thạnh,Tp Hồ Chí Minh,109.66
249,50.0,1,0.0,1, Chung cư, Nội thất cao cấp,,,4900.0,628A Xa Lộ Hà Nội,An Phú,2,Tp Hồ Chí Minh,98.0
250,194.0,3,0.0,3, Penthouse, Nội thất cao cấp, Nam, Tây Bắc,7000.0,Đường Phú Mỹ Hưng,Tân Phong,7,Tp Hồ Chí Minh,36.08
251,75.0,2,5.0,2, Chung cư,Không có nội thất, Đông Nam, Đông Nam,2580.0,Đường Võ Văn Kiệt,An Lạc,Bình Tân,Tp Hồ Chí Minh,34.4
252,60.45,2,18.0,2, Chung cư, Hoàn thiện cơ bản, Đông Bắc, Tây Nam,1690.0,Đường Cây Keo,Tam Phú,Thủ Đức,Tp Hồ Chí Minh,27.96
253,85.0,3,15.0,2, Chung cư, Hoàn thiện cơ bản, Nam, Bắc,4900.0,119,9,Phú Nhuận,Tp Hồ Chí Minh,57.65
254,358.0,5,0.0,5, Duplex,Không có nội thất,,,40000.0,Đường Nguyễn Hữu Cảnh,22,Bình Thạnh,Tp Hồ Chí Minh,111.73
255,66.0,2,0.0,2, Chung cư,Không có nội thất,,,3200.0,Đường Đồng Văn Cống,Cát Lái,2,Tp Hồ Chí Minh,48.48
256,54.0,1,0.0,1, Chung cư,Không có nội thất,,,1620.0,Đường Đỗ Xuân Hợp,Phước Long B,9,Tp Hồ Chí Minh,30.0
257,59.0,2,0.0,2, Chung cư,Không có nội thất,,,1835.0,Đường Tô Ngọc Vân,Tam Bình,Thủ Đức,Tp Hồ Chí Minh,31.1
258,48.0,2,18.0,2, Chung cư, Hoàn thiện cơ bản, Tây Bắc, Đông Nam,1630.0,Đường 15B,Phú Mỹ,7,Tp Hồ Chí Minh,33.96
259,78.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản,, Đông Nam,2600.0,Đường Nguyễn Văn Linh,,,Tp Hồ Chí Minh,33.33
260,70.0,2,9.0,2, Chung cư, Nội thất đầy đủ, Đông Bắc, Đông Bắc,1883.0,Số 114,16,8,Tp Hồ Chí Minh,26.9
261,73.0,2,0.0,2, Chung cư,Không có nội thất,,,2009.0,196,4,8,Tp Hồ Chí Minh,27.52
262,59.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản,,,1550.0,Đường Thoại Ngọc Hầu,Hòa Thạnh,Tân Phú,Tp Hồ Chí Minh,26.27
263,66.0,2,9.0,2, Chung cư, Hoàn thiện cơ bản, Bắc, Nam,2230.0,04,Phú Thuận,7,Tp Hồ Chí Minh,33.79
264,72.0,2,0.0,2, Chung cư,Không có nội thất,,,2900.0,79-81,26,Bình Thạnh,Tp Hồ Chí Minh,40.28
265,71.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản, Nam, Bắc,3100.0,số 88,Sơn Kỳ,Tân Phú,Tp Hồ Chí Minh,43.66
266,90.0,3,0.0,2, Chung cư,Không có nội thất, Tây Nam, Đông Bắc,4350.0,Đường Mai Chí Thọ,An Phú,2,Tp Hồ Chí Minh,48.33
267,56.0,2,0.0,1, Chung cư, Hoàn thiện cơ bản, Tây, Đông,399.0,Đường Quốc Lộ 13,An Phú Đông,12,Tp Hồ Chí Minh,7.12
268,81.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản, Đông,,2180.0,Đường 2,15,Gò Vấp,Tp Hồ Chí Minh,26.91
269,52.0,1,0.0,1, Officetel,Không có nội thất,,,2490.0,đường Tạ Quang Bửu,5,8,Tp Hồ Chí Minh,47.88
270,65.0,2,0.0,2, Chung cư,Không có nội thất,,,3650.0,Đường Xa Lộ Hà Nội,Thảo Điền,2,Tp Hồ Chí Minh,56.15
271,81.0,3,0.0,2, Chung cư,Không có nội thất,,,3350.0,79-81,26,Bình Thạnh,Tp Hồ Chí Minh,41.36
272,54.0,2,0.0,2, Chung cư,Không có nội thất,,,1655.0,Đường Nguyễn Thị Định,Cát Lái,2,Tp Hồ Chí Minh,30.65
273,80.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản,,,2650.0,Số 685,Tân Thành,Tân Phú,Tp Hồ Chí Minh,33.12
274,54.0,2,0.0,1, Chung cư, Hoàn thiện cơ bản,,,2450.0,Đường Bến Bình Đông,14,8,Tp Hồ Chí Minh,45.37
275,56.0,2,5.0,1, Chung cư, Nội thất đầy đủ, Nam, Tây,2690.0,189B,Nguyễn Cư Trinh,1,Tp Hồ Chí Minh,48.04
276,65.0,2,0.0,1, Chung cư,Không có nội thất,, Đông,1800.0,Đường Nguyễn Văn Linh,6,8,Tp Hồ Chí Minh,27.69
277,97.6,3,6.0,2, Chung cư, Nội thất cao cấp,,,4900.0,Đường Nguyễn Văn Linh,Tân Phong,7,Tp Hồ Chí Minh,50.2
278,72.25,2,0.0,2, Chung cư,Không có nội thất,,,2100.0,Đường Võ Văn Kiệt,16,8,Tp Hồ Chí Minh,29.07
279,86.0,3,0.0,2, Chung cư,Không có nội thất,,,2650.0,Đường Xa lộ Hà Nội,Hiệp Phú,9,Tp Hồ Chí Minh,30.81
280,60.0,2,0.0,0, Chung cư,Không có nội thất,,,1550.0,Đường Nguyễn Thị Định,Cát Lái,2,Tp Hồ Chí Minh,25.83
281,60.0,2,17.0,2, Chung cư,Không có nội thất,,,1770.0,Đường Thoại Ngọc Hầu,Hòa Thạnh,Tân Phú,Tp Hồ Chí Minh,29.5
282,68.0,2,15.0,2, Chung cư, Nội thất cao cấp,,,3850.0,150 Đường Nguyễn Thị Định,An Phú,2,Tp Hồ Chí Minh,56.62
283,73.0,2,0.0,2, Chung cư,Không có nội thất,,,1725.0,Đường Phạm Văn Đồng,Linh Tây,Thủ Đức,Tp Hồ Chí Minh,23.63
284,65.0,2,0.0,1, Chung cư, Nội thất đầy đủ,, Tây Nam,4200.0,39,12,4,Tp Hồ Chí Minh,64.62
285,58.0,2,0.0,2, Chung cư,Không có nội thất,,,1850.0,Đường Tăng Nhơn Phú,Phước Long B,9,Tp Hồ Chí Minh,31.9
286,85.0,3,0.0,2, Chung cư,Không có nội thất, Đông Bắc,,2700.0,341/13A,Phú Trung,Tân Phú,Tp Hồ Chí Minh,31.76
287,52.0,1,0.0,1, Chung cư,Không có nội thất,,,2100.0,Số 207,26,Bình Thạnh,Tp Hồ Chí Minh,40.38
288,90.0,3,0.0,2, Chung cư, Nội thất cao cấp,,,5500.0,Đường Lê Quang Kim,8,8,Tp Hồ Chí Minh,61.11
289,66.0,2,0.0,2, Chung cư,Không có nội thất,,,3290.0,Đường Nguyễn Văn Linh,Tân Thuận Tây,7,Tp Hồ Chí Minh,49.85
290,70.0,2,17.0,2, Chung cư, Nội thất đầy đủ,,,1350.0,Đường Xa Lộ Hà Nội,Thảo Điền,2,Tp Hồ Chí Minh,19.29
291,51.0,1,0.0,1, Chung cư, Hoàn thiện cơ bản, Đông Bắc, Nam,1800.0,Đường Nguyễn Xiển,Long Thạnh Mỹ,9,Tp Hồ Chí Minh,35.29
292,65.0,2,0.0,2, Chung cư,Không có nội thất,,,1650.0,Đường Tô Ngọc Vân,Tam Bình,Thủ Đức,Tp Hồ Chí Minh,25.38
293,75.0,2,0.0,2, Chung cư,Không có nội thất,,,2600.0,Đường Phạm Văn Đồng,Linh Tây,Thủ Đức,Tp Hồ Chí Minh,34.67
294,60.0,2,0.0,2, Chung cư, Nội thất cao cấp,,,660.0,Đường Quốc lộ 1K,Linh Xuân,Thủ Đức,Tp Hồ Chí Minh,11.0
295,90.0,3,0.0,2, Chung cư,Không có nội thất,,,3560.0,Đường Tạ Quang Bửu,6,8,Tp Hồ Chí Minh,39.56
296,65.0,2,0.0,2, Chung cư,Không có nội thất,,,2600.0,Đường Hòa Bình,Hiệp Tân,Tân Phú,Tp Hồ Chí Minh,40.0
297,83.0,2,0.0,2, Chung cư, Nội thất đầy đủ,,,2600.0,Đường 9A,,,Tp Hồ Chí Minh,31.33
298,138.0,4,0.0,2, Chung cư,Không có nội thất,,,10500.0,Số 200,12,10,Tp Hồ Chí Minh,76.09
299,83.0,2,0.0,2, Chung cư, Nội thất cao cấp, Tây Bắc,,2950.0,Đường Hậu Giang,11,6,Tp Hồ Chí Minh,35.54
300,54.0,2,0.0,1, Chung cư, Hoàn thiện cơ bản,,,2450.0,Đường Bến Bình Đông,14,8,Tp Hồ Chí Minh,45.37
301,72.25,2,0.0,2, Chung cư,Không có nội thất,,,2100.0,Đường Võ Văn Kiệt,16,8,Tp Hồ Chí Minh,29.07
302,73.0,3,0.0,2, Chung cư,Không có nội thất,,,1950.0,196,4,8,Tp Hồ Chí Minh,26.71
303,73.0,2,0.0,2, Chung cư,Không có nội thất,,,3650.0,Đường Mai Chí Thọ,An Phú,2,Tp Hồ Chí Minh,50.0
304,50.0,2,0.0,1, Chung cư, Nội thất đầy đủ, Tây Bắc, Đông Nam,1450.0,Đường Thống Nhất,Linh Trung,Thủ Đức,Tp Hồ Chí Minh,29.0
305,34.0,1,9.0,1, Chung cư,Không có nội thất,, Tây Nam,599.0,117/80,Tân Tạo,Bình Tân,Tp Hồ Chí Minh,17.62
306,58.0,2,4.0,1, Chung cư,Không có nội thất,,,1520.0,Đường C8,Tây Thạnh,Tân Phú,Tp Hồ Chí Minh,26.21
307,101.2,3,23.0,2, Chung cư, Nội thất cao cấp,,,1600.0,Đường Nguyễn Thị Định,An Phú,2,Tp Hồ Chí Minh,15.81
308,90.0,3,0.0,2, Chung cư,Không có nội thất,,,2650.0,Đường Xa lộ Hà Nội,Hiệp Phú,9,Tp Hồ Chí Minh,29.44
309,68.0,2,0.0,2, Chung cư,Không có nội thất,,,2420.0,Đường số 1,Trường Thọ,Thủ Đức,Tp Hồ Chí Minh,35.59
310,54.0,1,0.0,1, Chung cư,Không có nội thất,,,1650.0,Đường Đỗ Xuân Hợp,Phước Long B,9,Tp Hồ Chí Minh,30.56
311,54.0,2,0.0,1, Chung cư, Nội thất cao cấp,,,340.0,bến bình đông,14,8,Tp Hồ Chí Minh,6.3
312,48.58,1,0.0,1, Chung cư, Nội thất cao cấp,,,1700.0,9A Đường Thạnh Xuân 13,Thạnh Xuân,12,Tp Hồ Chí Minh,34.99
313,74.0,2,5.0,2, Chung cư, Nội thất đầy đủ, Bắc, Nam,2400.0,Đường số 19,Hiệp Bình Chánh,Thủ Đức,Tp Hồ Chí Minh,32.43
314,64.0,2,0.0,2, Chung cư,Không có nội thất,,,1800.0,Đường Hồ Học Lãm,An Lạc,Bình Tân,Tp Hồ Chí Minh,28.12
315,88.0,2,0.0,2, Chung cư, Nội thất đầy đủ,,,6900.0,Đường Mai Chí Thọ,An Lợi Đông,2,Tp Hồ Chí Minh,78.41
316,62.0,2,0.0,1, Chung cư,Không có nội thất, Đông, Nam,1750.0,Đường Nguyễn Hữu Thọ,,,Tp Hồ Chí Minh,28.23
317,65.0,2,10.0,2, Chung cư, Nội thất cao cấp, Tây Nam, Đông Nam,2000.0,,,,,30.77
318,57.0,2,0.0,1, Chung cư,Không có nội thất,,,2400.0,9A Đường Thạnh Xuân 13,Thạnh Xuân,12,Tp Hồ Chí Minh,42.11
319,49.0,1,0.0,1, Chung cư,Không có nội thất,,,1500.0,9A Đường Thạnh Xuân 13,Thạnh Xuân,12,Tp Hồ Chí Minh,30.61
320,69.0,2,0.0,2, Chung cư,Không có nội thất,,,3230.0,Đường Nguyễn Hữu Thọ,,,Tp Hồ Chí Minh,46.81
321,82.0,2,0.0,2, Chung cư,Không có nội thất, Đông Nam, Tây Bắc,3750.0,Đường Lương Định Của,An Phú,2,Tp Hồ Chí Minh,45.73
322,53.0,1,0.0,1, Chung cư, Nội thất cao cấp,,,3000.0,208,22,Bình Thạnh,Tp Hồ Chí Minh,56.6
323,75.0,2,5.0,2, Chung cư, Nội thất cao cấp, Bắc, Nam,3000.0,Đường Nguyễn Duy Trinh,Bình Trưng Tây,2,Tp Hồ Chí Minh,40.0
324,68.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản, Đông, Tây,1600.0,Lô 5,Bình Hưng Hoà B,Bình Tân,Tp Hồ Chí Minh,23.53
325,70.0,1,7.0,1, Chung cư, Nội thất cao cấp, Đông Nam, Tây Bắc,4000.0,108,2,Tân Bình,Tp Hồ Chí Minh,57.14
326,62.0,2,7.0,2, Chung cư, Nội thất cao cấp, Tây Bắc, Đông Nam,2500.0,Đường Lê Đức Thọ,17,Gò Vấp,Tp Hồ Chí Minh,40.32
327,70.12,2,0.0,2, Chung cư, Nội thất cao cấp, Nam, Bắc,2850.0,Đường Phạm Văn Nghị,Tân Phong,7,Tp Hồ Chí Minh,40.64
328,72.0,2,0.0,2, Chung cư,Không có nội thất,,,1815.0,Đường Trương Đình Hội,16,8,Tp Hồ Chí Minh,25.21
329,40.0,1,0.0,1, Duplex,Không có nội thất,,,390.0,Đường Trường Chinh,15,Tân Bình,Tp Hồ Chí Minh,9.75
330,47.0,1,0.0,1, Chung cư, Hoàn thiện cơ bản,, Đông Bắc,1780.0,Đường Nguyễn Xiển,Long Thạnh Mỹ,9,Tp Hồ Chí Minh,37.87
331,104.0,3,1.0,2, Chung cư, Nội thất cao cấp, Bắc, Nam,6900.0,số 88,Sơn Kỳ,Tân Phú,Tp Hồ Chí Minh,66.35
332,90.0,2,5.0,2, Chung cư,Không có nội thất,,,3750.0,265-197,,,Tp Hồ Chí Minh,41.67
333,79.0,2,0.0,2, Chung cư,Không có nội thất,,,1690.0,196,4,8,Tp Hồ Chí Minh,21.39
334,106.0,2,0.0,2, Chung cư,Không có nội thất, Đông, Đông,3900.0,Đường Nguyễn Hữu Thọ,Tân Hưng,7,Tp Hồ Chí Minh,36.79
335,79.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản,,,2600.0,Đường Võ Văn Kiệt,An Lạc,Bình Tân,Tp Hồ Chí Minh,32.91
336,52.0,1,0.0,0, Chung cư, Hoàn thiện cơ bản,,,2500.0,Số 207,26,Bình Thạnh,Tp Hồ Chí Minh,48.08
337,100.0,2,0.0,2, Chung cư,Không có nội thất,,,1000.0,B19,Tân Phong,7,Tp Hồ Chí Minh,10.0
338,50.0,2,0.0,1, Chung cư,Không có nội thất,,,2500.0,Đường Tên Lửa,Bình Trị Đông,Bình Tân,Tp Hồ Chí Minh,50.0
339,65.0,2,0.0,2, Chung cư,Không có nội thất,,,1600.0,Đường Xa lộ Hà Nội,Hiệp Phú,9,Tp Hồ Chí Minh,24.62
340,71.0,2,0.0,2, Chung cư,Không có nội thất, Tây Nam, Đông Bắc,3350.0,số 88,Sơn Kỳ,Tân Phú,Tp Hồ Chí Minh,47.18
341,52.0,2,0.0,1, Chung cư,Không có nội thất,,,1200.0,Đường Trương Đình Hội,16,8,Tp Hồ Chí Minh,23.08
342,50.0,1,0.0,1, Chung cư, Nội thất cao cấp,,,1467.0,Đường Bến Bình Đông,14,8,Tp Hồ Chí Minh,29.34
343,70.0,2,0.0,2, Chung cư, Nội thất đầy đủ, Đông Nam,,3850.0,Đường Hồng Hà,2,Tân Bình,Tp Hồ Chí Minh,55.0
